tag	class	mesh	cnt_tex1	tex1[0]	tex1[1]	tex1[2]	tex1[3]	tex1[4]	cnt_tex2	tex1[0]	tex1[1]	cnt_dtab1	dtab1[0]	dtab1[1]	dtab1[2]	dtab1[3]	dtab1[4]	dtab1[5]	dtab1[6]	dtab1[7]	dtab1[8]	dtab1[9]	npc_speed	UNK_0	cnt_snd1	snd1[0]	snd1[1]	snd1[2]	cnt_snd2	snd2[0]	snd2[1]	snd2[2]	snd2[3]	snd2[4]	cnt_snd3	snd3[0]	snd3[1]	snd3[2]	UNK_0a	unk1_cnt	unk1_tab[0]	unk1_tab[1]	unk1_tab[2]	unk1_tab[3]	unk1_tab[4]	unk1_tab[5]	unk1_tab[6]	unk1_tab[7]	unk1_tab[8]	unk1_tab[9]	unk1_tab[10]	unk1_tab[11]	unk1_tab[12]	unk1_tab[13]	unk1_tab[14]	unk1_tab[15]	unk1_tab[16]	unk1_tab[17]	unk1_tab[18]	unk1_tab[19]	unk1_tab[20]	unk1_tab[21]	unk1_tab[22]	unk1_tab[23]	unk1_tab[24]	unk1_tab[25]	level_lim_dn	level_lim_up	effect	UNK_2	sound_rad	sound_vol	sound_rnd	quest_be	class_lim_?
12016	LineageNPC.a_guard_MElf	LineageNPCs.a_guard_MElf_m00	3	LineageNPCsTex.a_guard_MElf_m00_t00_b00	LineageNPCsTex.a_guard_MElf_m00_t00_b01	LineageNPCsTex.a_guard_MElf_m00_t00_h			0			2	24294	24295									1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_weak_6	ItemSound.armor_metal_weak_8	ItemSound.armor_metal_weak_9	ItemSound.armor_metal_alt_4	ItemSound.armor_metal_alt_8	3	ChrSound.MNpc_Young_Dmg_1	ChrSound.MNpc_Young_Dmg_2	ChrSound.MNpc_Young_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12017	LineageNPC.a_guard_MElf	LineageNPCs.a_guard_MElf_m00	3	LineageNPCsTex.a_guard_MElf_m00_t00_b00	LineageNPCsTex.a_guard_MElf_m00_t00_b01	LineageNPCsTex.a_guard_MElf_m00_t00_h			0			2	24296	24297									1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_weak_2	ItemSound.armor_metal_weak_5	ItemSound.armor_metal_weak_9	ItemSound.armor_metal_alt_5	ItemSound.armor_metal_alt_7	3	ChrSound.MNpc_Young_Dmg_1	ChrSound.MNpc_Young_Dmg_2	ChrSound.MNpc_Young_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12018	LineageNPC.a_guard_FDarkelf	LineageNPCs.a_guard_FDarkelf_m00	3	LineageNPCsTex.a_guard_FDarkelf_m00_t00_b00	LineageNPCsTex.a_guard_FDarkelf_m00_t00_b01	LineageNPCsTex.a_guard_FDarkelf_m00_t00_h			0			2	24298	24299									1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_5	ItemSound.armor_metal_weak_2	ItemSound.armor_metal_weak_5	3	ChrSound.FNpc_Fighter_Dmg_1	ChrSound.FNpc_Fighter_Dmg_2	ChrSound.FNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12019	LineageNPC.a_guard_FDarkelf	LineageNPCs.a_guard_FDarkelf_m00	3	LineageNPCsTex.a_guard_FDarkelf_m00_t00_b00	LineageNPCsTex.a_guard_FDarkelf_m00_t00_b01	LineageNPCsTex.a_guard_FDarkelf_m00_t00_h			0			2	24300	24301									1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_4	ItemSound.armor_leather_5	ItemSound.armor_metal_weak_5	ItemSound.armor_metal_weak_10	3	ChrSound.FNpc_Fighter_Dmg_1	ChrSound.FNpc_Fighter_Dmg_2	ChrSound.FNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12020	LineageNPC.a_guard_FDarkelf	LineageNPCs.a_guard_FDarkelf_m00	3	LineageNPCsTex.a_guard_FDarkelf_m00_t00_b00	LineageNPCsTex.a_guard_FDarkelf_m00_t00_b01	LineageNPCsTex.a_guard_FDarkelf_m00_t00_h			0			2	24302	24303									1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_5	ItemSound.armor_metal_weak_2	ItemSound.armor_metal_weak_5	3	ChrSound.FNpc_Fighter_Dmg_1	ChrSound.FNpc_Fighter_Dmg_2	ChrSound.FNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12021	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			2	24304	24305									1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_4	ItemSound.armor_metal_strong_7	ItemSound.armor_metal_strong_9	ItemSound.armor_metal_alt_8	ItemSound.armor_metal_alt_1	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12022	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			2	24306	24307									1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_2	ItemSound.armor_metal_strong_5	ItemSound.armor_metal_strong_8	ItemSound.armor_metal_alt_7	ItemSound.armor_metal_alt_3	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12023	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			2	24308	24309									1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_4	ItemSound.armor_metal_strong_7	ItemSound.armor_metal_strong_9	ItemSound.armor_metal_alt_8	ItemSound.armor_metal_alt_1	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12024	LineageDeco.flag_a	LineageDecos.flag_a_m00	3	LineageDecosTex.banner_dflag_t00	LineageDecosTex.banner_flag_a_t00	LineageDecosTex.banner_top_t00			0			2	24310	24311									1.00000000	0	1				4	ItemSound.shield_wood_3	MonSound.Hit_Wood_4	ItemSound.Shield_Wood_4	MonSound.Hit_Wood_5		1				0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12025	LineageNPC.a_royal_guardA_MHuman	LineageNPCs.a_royal_guardA_MHuman_m00	4	LineageNPCsTex.a_royal_guardA_MHuman_m00_t00_b00	LineageNPCsTex.a_royal_guardA_MHuman_m00_t00_b01	LineageNPCsTex.a_royal_guardA_MHuman_m00_t00_f	LineageNPCsTex.a_royal_guardA_MHuman_m00_t00_h		0			2	24312	24313									1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_2	ItemSound.armor_metal_strong_5	ItemSound.armor_metal_strong_8	ItemSound.armor_metal_alt_7	ItemSound.armor_metal_alt_3	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12026	LineageNPC.a_patriarch_MElf	LineageNPCs.a_patriarch_MElf_m00	4	LineageNPCsTex.a_patriarch_MElf_m00_t00_b00	LineageNPCsTex.a_patriarch_MElf_m00_t00_b01	LineageNPCsTex.a_patriarch_MElf_m00_t00_f	LineageNPCsTex.a_patriarch_MElf_m00_t00_h		0			2	24314	24315									1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_4	ItemSound.armor_metal_strong_7	ItemSound.armor_metal_strong_9	ItemSound.armor_metal_alt_8	ItemSound.armor_metal_alt_1	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12027	LineageNPC.a_mageguild_master_FHuman	LineageNPCs.a_mageguild_master_FHuman_m00	4	LineageNPCsTex.a_mageguild_master_FHuman_m00_t00_b00	LineageNPCsTex.a_mageguild_master_FHuman_m00_t00_b01	LineageNPCsTex.a_mageguild_master_FHuman_m00_t00_f	LineageNPCsTex.a_mageguild_master_FHuman_m00_t00_h		0			2	24316	24317									1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_2	ItemSound.armor_metal_strong_5	ItemSound.armor_metal_strong_8	ItemSound.armor_metal_alt_7	ItemSound.armor_metal_alt_3	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12028	LineageNPC.a_royal_guardB_MHuman	LineageNPCs.a_royal_guardB_MHuman_m00	2	LineageNPCsTex.a_royal_guardB_MHuman_m00_t00_b00	LineageNPCsTex.a_royal_guardB_MHuman_m00_t00_b01				0			2	24318	24319									1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_4	ItemSound.armor_metal_strong_7	ItemSound.armor_metal_strong_9	ItemSound.armor_metal_alt_8	ItemSound.armor_metal_alt_1	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12029	LineageNPC.a_guard_MElf	LineageNPCs.a_guard_MElf_m00	3	LineageNPCsTex.a_guard_MElf_m00_t00_b00	LineageNPCsTex.a_guard_MElf_m00_t00_b01	LineageNPCsTex.a_guard_MElf_m00_t00_h			0			2	24320	24321									1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_weak_1	ItemSound.armor_metal_weak_4	ItemSound.armor_metal_weak_8	ItemSound.armor_metal_alt_2	ItemSound.armor_metal_alt_9	3	ChrSound.MNpc_Young_Dmg_1	ChrSound.MNpc_Young_Dmg_2	ChrSound.MNpc_Young_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12030	LineageNPC.a_guard_MElf	LineageNPCs.a_guard_MElf_m00	3	LineageNPCsTex.a_guard_MElf_m00_t00_b00	LineageNPCsTex.a_guard_MElf_m00_t00_b01	LineageNPCsTex.a_guard_MElf_m00_t00_h			0			2	24322	24323									1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_weak_6	ItemSound.armor_metal_weak_8	ItemSound.armor_metal_weak_9	ItemSound.armor_metal_alt_4	ItemSound.armor_metal_alt_8	3	ChrSound.MNpc_Young_Dmg_1	ChrSound.MNpc_Young_Dmg_2	ChrSound.MNpc_Young_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12031	LineageNPC.a_guard_MElf	LineageNPCs.a_guard_MElf_m00	3	LineageNPCsTex.a_guard_MElf_m00_t00_b00	LineageNPCsTex.a_guard_MElf_m00_t00_b01	LineageNPCsTex.a_guard_MElf_m00_t00_h			0			2	24324	24325									1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_weak_2	ItemSound.armor_metal_weak_5	ItemSound.armor_metal_weak_9	ItemSound.armor_metal_alt_5	ItemSound.armor_metal_alt_7	3	ChrSound.MNpc_Young_Dmg_1	ChrSound.MNpc_Young_Dmg_2	ChrSound.MNpc_Young_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12032	LineageNPC.a_guard_FDarkelf	LineageNPCs.a_guard_FDarkelf_m00	3	LineageNPCsTex.a_guard_FDarkelf_m00_t00_b00	LineageNPCsTex.a_guard_FDarkelf_m00_t00_b01	LineageNPCsTex.a_guard_FDarkelf_m00_t00_h			0			2	24326	24327									1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_5	ItemSound.armor_metal_weak_2	ItemSound.armor_metal_weak_5	3	ChrSound.FNpc_Fighter_Dmg_1	ChrSound.FNpc_Fighter_Dmg_2	ChrSound.FNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12033	LineageNPC.a_guard_FDarkelf	LineageNPCs.a_guard_FDarkelf_m00	3	LineageNPCsTex.a_guard_FDarkelf_m00_t00_b00	LineageNPCsTex.a_guard_FDarkelf_m00_t00_b01	LineageNPCsTex.a_guard_FDarkelf_m00_t00_h			0			2	24328	24329									1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_4	ItemSound.armor_leather_5	ItemSound.armor_metal_weak_5	ItemSound.armor_metal_weak_10	3	ChrSound.FNpc_Fighter_Dmg_1	ChrSound.FNpc_Fighter_Dmg_2	ChrSound.FNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12034	LineageNPC.a_guard_FDarkelf	LineageNPCs.a_guard_FDarkelf_m00	3	LineageNPCsTex.a_guard_FDarkelf_m00_t00_b00	LineageNPCsTex.a_guard_FDarkelf_m00_t00_b01	LineageNPCsTex.a_guard_FDarkelf_m00_t00_h			0			2	24330	24331									1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_5	ItemSound.armor_metal_weak_2	ItemSound.armor_metal_weak_5	3	ChrSound.FNpc_Fighter_Dmg_1	ChrSound.FNpc_Fighter_Dmg_2	ChrSound.FNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12035	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			2	24332	24333									1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_4	ItemSound.armor_metal_strong_7	ItemSound.armor_metal_strong_9	ItemSound.armor_metal_alt_8	ItemSound.armor_metal_alt_1	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12036	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			2	24334	24335									1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_2	ItemSound.armor_metal_strong_5	ItemSound.armor_metal_strong_8	ItemSound.armor_metal_alt_7	ItemSound.armor_metal_alt_3	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12037	LineageNPC.a_guard_MHuman	LineageNPCs.a_guard_MHuman_m00	3	LineageNPCsTex.a_guard_MHuman_m00_t00_b00	LineageNPCsTex.a_guard_MHuman_m00_t00_b01	LineageNPCsTex.a_guard_MHuman_m00_t00_h			0			2	24336	24337									1.00000000	0	3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_metal_strong_4	ItemSound.armor_metal_strong_7	ItemSound.armor_metal_strong_9	ItemSound.armor_metal_alt_8	ItemSound.armor_metal_alt_1	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12038	LineageMonster.oel_mahum	LineageMonsters.oel_mahum_m00	2	LineageMonstersTex.oel_mahum_t00	LineageMonstersTex.oel_mahum_t01				0			2	24338	24339									1.00000000	0	3	ItemSound.hammer_1	ItemSound.sword_great_2	ItemSound.hammer_3	4	ItemSound.shield_steel_3	MonSound.Hit_normal_12	ItemSound.Shield_Steel_7	MonSound.Hit_Metal_9		3	MonSound.oel_mahum_dmg_1	MonSound.oel_mahum_dmg_2	MonSound.oel_mahum_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12039	LineageMonster.batur_orc_shaman	LineageMonsters.batur_orc_shaman_a_m00	1	LineageMonstersTex.batur_orc_shaman_a_t00					0			2	24340	24341									1.00000000	0	3	ItemSound.sword_big_9	ItemSound.hammer_2	ItemSound.sword_mid_3	4	MonSound.Hit_normal_3	ItemSound.shield_bone_2	MonSound.Hit_normal_12	MonSound.Hit_Metal_clang_10		3	MonSound.b_orc_sham_dmg_1	MonSound.b_orc_sham_dmg_2	MonSound.b_orc_sham_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12040	LineageMonster.ol_mahum_champion	LineageMonsters.ol_mahum_champion_m00	2	LineageMonstersTex.ol_mahum_champion_t00	LineageMonstersTex.ol_mahum_champion_t01				0			2	24342	24343									1.00000000	0	3	ItemSound.spear_2	ItemSound.spear_3	ItemSound.sword_mid_3	4	ItemSound.shield_steel_2	MonSound.Hit_Wet_3	ItemSound.shield_steel_9	ItemSound.armor_leather_6		3	MonSound.ol_mahum_champ_dmg_1	MonSound.ol_mahum_champ_dmg_2	MonSound.ol_mahum_champ_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12041	LineageMonster.ol_mahum_archer	LineageMonsters.ol_mahum_archer_m00	2	LineageMonstersTex.ol_mahum_archer_t00	LineageMonstersTex.ol_mahum_archer_t01				0			2	24344	24345									1.00000000	0	3	ItemSound.sword_mid_9	ItemSound.sword_big_2	ItemSound.spear_4	4	ItemSound.shield_steel_3	MonSound.Hit_Wet_3	MonSound.Hit_Metal_clang_10	MonSound.Hit_normal_3		3	MonSound.ol_mahum_arc_dmg_1	MonSound.ol_mahum_arc_dmg_2	MonSound.ol_mahum_arc_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12042	LineageMonster.ol_mahum	LineageMonsters.ol_mahum_m00	2	LineageMonstersTex.ol_mahum_t00	LineageMonstersTex.ol_mahum_t01				0			2	24346	24347									1.00000000	0	3	ItemSound.sword_big_9	ItemSound.sword_big_2	ItemSound.spear_4	4	ItemSound.shield_steel_1	MonSound.Hit_Wet_3	ItemSound.shield_steel_8	MonSound.Hit_normal_3		3	MonSound.ol_mahum_dmg_1	MonSound.ol_mahum_dmg_2	MonSound.ol_mahum_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12043	LineageMonster.batur_orc_shaman	LineageMonsters.batur_orc_shaman_a_m00	1	LineageMonstersTex.batur_orc_shaman_a_t00					0			2	24348	24349									1.00000000	0	3	ItemSound.hammer_1	ItemSound.spear_4	ItemSound.sword_big_5	4	MonSound.Hit_normal_3	ItemSound.shield_bone_2	MonSound.Hit_normal_12	MonSound.Hit_Metal_clang_10		3	MonSound.b_orc_sham_dmg_1	MonSound.b_orc_sham_dmg_2	MonSound.b_orc_sham_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12044	LineageMonster.ol_mahum_archer	LineageMonsters.ol_mahum_archer_m00	2	LineageMonstersTex.ol_mahum_archer_t00	LineageMonstersTex.ol_mahum_archer_t01				0			2	24350	24351									1.00000000	0	3	ItemSound.sword_big_9	ItemSound.spear_2	ItemSound.sword_mid_9	4	ItemSound.shield_steel_3	MonSound.Hit_Wet_3	MonSound.Hit_Metal_clang_10	MonSound.Hit_normal_3		3	MonSound.ol_mahum_arc_dmg_1	MonSound.ol_mahum_arc_dmg_2	MonSound.ol_mahum_arc_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12045	LineageMonster.oel_mahum	LineageMonsters.oel_mahum_m00	2	LineageMonstersTex.oel_mahum_t00	LineageMonstersTex.oel_mahum_t01				0			2	24352	24353									1.00000000	0	3	ItemSound.spear_3	ItemSound.sword_great_2	ItemSound.hammer_2	4	ItemSound.shield_steel_3	MonSound.Hit_normal_12	ItemSound.Shield_Steel_7	MonSound.Hit_Metal_9		3	MonSound.oel_mahum_dmg_1	MonSound.oel_mahum_dmg_2	MonSound.oel_mahum_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12046	LineageMonster.batur_orc_shaman	LineageMonsters.batur_orc_shaman_a_m00	1	LineageMonstersTex.batur_orc_shaman_a_t00					0			2	24354	24355									1.00000000	0	3	ItemSound.spear_2	ItemSound.sword_mid_9	ItemSound.sword_mid_3	4	MonSound.Hit_normal_3	ItemSound.shield_bone_2	MonSound.Hit_normal_12	MonSound.Hit_Metal_clang_10		3	MonSound.b_orc_sham_dmg_1	MonSound.b_orc_sham_dmg_2	MonSound.b_orc_sham_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12047	LineageMonster.ol_mahum_champion	LineageMonsters.ol_mahum_champion_m00	2	LineageMonstersTex.ol_mahum_champion_t00	LineageMonstersTex.ol_mahum_champion_t01				0			2	24356	24357									1.00000000	0	3	ItemSound.sword_great_2	ItemSound.sword_big_5	ItemSound.spear_4	4	ItemSound.shield_steel_2	MonSound.Hit_Wet_3	ItemSound.shield_steel_9	ItemSound.armor_leather_6		3	MonSound.ol_mahum_champ_dmg_1	MonSound.ol_mahum_champ_dmg_2	MonSound.ol_mahum_champ_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12048	LineageMonster.ol_mahum_archer	LineageMonsters.ol_mahum_archer_m00	2	LineageMonstersTex.ol_mahum_archer_t00	LineageMonstersTex.ol_mahum_archer_t01				0			2	24358	24359									1.00000000	0	3	ItemSound.sword_big_2	ItemSound.sword_great_2	ItemSound.spear_3	4	ItemSound.shield_steel_3	MonSound.Hit_Wet_3	MonSound.Hit_Metal_clang_10	MonSound.Hit_normal_3		3	MonSound.ol_mahum_champ_dmg_1	MonSound.ol_mahum_champ_dmg_2	MonSound.ol_mahum_champ_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12049	LineageMonster.ol_mahum	LineageMonsters.ol_mahum_m00	2	LineageMonstersTex.ol_mahum_t00	LineageMonstersTex.ol_mahum_t01				0			2	24360	24361									1.00000000	0	3	ItemSound.sword_mid_3	ItemSound.spear_2	ItemSound.spear_4	4	ItemSound.shield_steel_1	MonSound.Hit_Wet_3	ItemSound.shield_steel_8	MonSound.Hit_normal_3		3	MonSound.ol_mahum_dmg_1	MonSound.ol_mahum_dmg_2	MonSound.ol_mahum_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12050	LineageMonster.batur_orc_shaman	LineageMonsters.batur_orc_shaman_a_m00	1	LineageMonstersTex.batur_orc_shaman_a_t00					0			2	24362	24363									1.00000000	0	3	ItemSound.hammer_1	ItemSound.sword_big_2	ItemSound.sword_mid_9	4	MonSound.Hit_normal_3	ItemSound.shield_bone_2	MonSound.Hit_normal_12	MonSound.Hit_Metal_clang_10		3	MonSound.b_orc_sham_dmg_1	MonSound.b_orc_sham_dmg_2	MonSound.b_orc_sham_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12051	LineageMonster.ol_mahum_archer	LineageMonsters.ol_mahum_archer_m00	2	LineageMonstersTex.ol_mahum_archer_t00	LineageMonstersTex.ol_mahum_archer_t01				0			2	24364	24365									1.00000000	0	3	ItemSound.spear_2	ItemSound.sword_big_2	ItemSound.sword_great_2	4	ItemSound.shield_steel_3	MonSound.Hit_Wet_3	MonSound.Hit_Metal_clang_10	MonSound.Hit_normal_3		3	MonSound.ol_mahum_arc_dmg_1	MonSound.ol_mahum_arc_dmg_2	MonSound.ol_mahum_arc_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
12052	LineageNPC.core	LineageNPCs.core_m00	5	dion_curumadungeon_t.cm_dg_deco1	dion_curumadungeon_t.cm_dg_deco2_sh	dion_curumadungeon_t.cm_dg_deco008	dion_curumadungeon_t.cm_dg_wall001	dion_curumadungeon_t.cm_dg_deco_side_old	0			1	4291										1.00000000	0	1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Normal_10	MonSound.Hit_bone_1	1				0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
12053	LineageNPC.teleport_npc		1						0			1	0										1.00000000	0	1				5	MonSound.Hit_Metal_1	MonSound.Hit_Metal_3	MonSound.Hit_Metal_7	MonSound.Hit_Metal_10	MonSound.Hit_Metal_14	1				0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
