tag	class	mesh	cnt_tex1	tex1[0]	tex1[1]	tex1[2]	tex1[3]	tex1[4]	cnt_tex2	tex1[0]	tex1[1]	cnt_dtab1	dtab1[0]	dtab1[1]	dtab1[2]	dtab1[3]	dtab1[4]	dtab1[5]	dtab1[6]	dtab1[7]	dtab1[8]	dtab1[9]	dtab1[10]	dtab1[11]	dtab1[12]	dtab1[13]	dtab1[14]	dtab1[15]	dtab1[16]	dtab1[17]	dtab1[18]	dtab1[19]	dtab1[20]	dtab1[21]	dtab1[22]	dtab1[23]	dtab1[24]	dtab1[25]	npc_speed	unk0_cnt	unk0_tab	cnt_snd1	snd1[0]	snd1[1]	snd1[2]	cnt_snd2	snd2[0]	snd2[1]	snd2[2]	snd2[3]	snd2[4]	cnt_snd3	snd3[0]	snd3[1]	snd3[2]	rb_effect_on	rb_effect	rb_effect_fl	unk1_cnt	unk1_tab[0]	unk1_tab[1]	unk1_tab[2]	unk1_tab[3]	unk1_tab[4]	effect	UNK_2	sound_rad	sound_vol	sound_rnd	quest_be	class_lim_?
35402	LineageNPC.a_casino_MHuman	LineageNPCs.a_casino_MHuman_m00	4	LineageNPCsTex.a_casino_MHuman_m00_t00_b00	LineageNPCsTex.a_casino_MHuman_m00_t00_b01	LineageNPCsTex.a_casino_MHuman_m00_t00_f	LineageNPCsTex.a_casino_MHuman_m00_t00_h		0			4	4416	14	20002	35402																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_8	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
35403	LineageNPC.a_casino_MHuman	LineageNPCs.a_casino_MHuman_m00	4	LineageNPCsTex.a_casino_MHuman_m00_t00_b00	LineageNPCsTex.a_casino_MHuman_m00_t00_b01	LineageNPCsTex.a_casino_MHuman_m00_t00_f	LineageNPCsTex.a_casino_MHuman_m00_t00_h		0			4	4416	14	20002	35403																							0.01000000	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_8	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
35404	LineageNPC.a_casino_MHuman	LineageNPCs.a_casino_MHuman_m00	4	LineageNPCsTex.a_casino_MHuman_m00_t00_b00	LineageNPCsTex.a_casino_MHuman_m00_t00_b01	LineageNPCsTex.a_casino_MHuman_m00_t00_f	LineageNPCsTex.a_casino_MHuman_m00_t00_h		0			4	4416	14	20002	35404																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_8	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
35405	LineageNPC.a_casino_MHuman	LineageNPCs.a_casino_MHuman_m00	4	LineageNPCsTex.a_casino_MHuman_m00_t00_b00	LineageNPCsTex.a_casino_MHuman_m00_t00_b01	LineageNPCsTex.a_casino_MHuman_m00_t00_f	LineageNPCsTex.a_casino_MHuman_m00_t00_h		0			4	4416	14	20002	35405																							0.01000000	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_8	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
35406	LineageNPC.a_casino_MHuman	LineageNPCs.a_casino_MHuman_m00	4	LineageNPCsTex.a_casino_MHuman_m00_t00_b00	LineageNPCsTex.a_casino_MHuman_m00_t00_b01	LineageNPCsTex.a_casino_MHuman_m00_t00_f	LineageNPCsTex.a_casino_MHuman_m00_t00_h		0			4	4416	14	20002	35406																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_8	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
35407	LineageNPC.a_casino_MHuman	LineageNPCs.a_casino_MHuman_m00	4	LineageNPCsTex.a_casino_MHuman_m00_t00_b00	LineageNPCsTex.a_casino_MHuman_m00_t00_b01	LineageNPCsTex.a_casino_MHuman_m00_t00_f	LineageNPCsTex.a_casino_MHuman_m00_t00_h		0			4	4416	14	20002	35407																							0.01000000	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_8	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
35408	LineageMonster.headless_knight	LineageMonsters.headless_knight_m00	2	LineageMonstersTex.headless_knight_t00	LineageMonstersTex.headless_knight_t01				0			4	4416	1	20002	35408																							1.63636398	0		3	ItemSound.sword_big_9	ItemSound.hammer_2	ItemSound.sword_mid_3	3	MonSound.Hit_Metal_Clang_1	ItemSound.shield_steel_1	ItemSound.shield_steel_8			3	MonSound.h_less_knight_dmg_1	MonSound.h_less_knight_dmg_2	MonSound.h_less_knight_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
35409	LineageMonster.headless_knight	LineageMonsters.headless_knight_m00	2	LineageMonstersTex.headless_knight_t00	LineageMonstersTex.headless_knight_t01				0			4	4416	1	20002	35409																							1.63636398	0		3	ItemSound.sword_big_9	ItemSound.hammer_2	ItemSound.sword_mid_3	3	MonSound.Hit_Metal_Clang_1	ItemSound.shield_steel_1	ItemSound.shield_steel_8			3	MonSound.h_less_knight_dmg_1	MonSound.h_less_knight_dmg_2	MonSound.h_less_knight_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
35410	LineageMonster.headless_knight	LineageMonsters.headless_knight_m00	2	LineageMonstersTex.headless_knight_t00	LineageMonstersTex.headless_knight_t01				0			4	4416	1	20002	35410																							1.63636398	0		3	ItemSound.sword_big_9	ItemSound.hammer_2	ItemSound.sword_mid_3	3	MonSound.Hit_Metal_Clang_1	ItemSound.shield_steel_1	ItemSound.shield_steel_8			3	MonSound.h_less_knight_dmg_1	MonSound.h_less_knight_dmg_2	MonSound.h_less_knight_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
35411	LineageMonster.hungry_spirit	LineageMonsters.hungry_spirit_m00	2	LineageMonstersTex.hungry_spirit_t00	LineageMonstersTex.hungry_spirit_t01				0			4	4416	1	20002	35411																							1.00000000	0		1				4	MonSound.Hit_wood_1	MonSound.Hit_Wet_4	ItemSound.shield_wood_2	MonSound.Hit_Metal_Clang_9		3	MonSound.hungry_spirit_dmg_1	MonSound.hungry_spirit_dmg_2	MonSound.hungry_spirit_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
35412	LineageMonster.hungry_spirit	LineageMonsters.hungry_spirit_m00	2	LineageMonstersTex.hungry_spirit_t00	LineageMonstersTex.hungry_spirit_t01				0			4	4416	1	20002	35412																							1.00000000	0		1				4	MonSound.Hit_wood_1	MonSound.Hit_Wet_4	ItemSound.shield_wood_2	MonSound.Hit_Metal_Clang_9		3	MonSound.hungry_spirit_dmg_1	MonSound.hungry_spirit_dmg_2	MonSound.hungry_spirit_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
35413	LineageMonster.skeleton_archer	LineageMonsters.skeleton_archer_m00	3	LineageMonstersTex.skeleton_archer_t00	LineageMonstersTex.skeleton_archer_t01	LineageMonstersTex.skeleton_archer_t02			0			4	4416	1	20002	35413																							1.00000000	0		3	ItemSound.sword_mid_3	ItemSound.spear_2	ItemSound.spear_4	3	MonSound.Hit_Bone_2	ItemSound.armor_leather_2	ItemSound.shield_bone_3			3	MonSound.skeleton_arc_dmg_1	MonSound.skeleton_arc_dmg_2	MonSound.skeleton_arc_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
35414	LineageMonster.skeleton_pikeman	LineageMonsters.skeleton_pikeman_m00	2	LineageMonstersTex.skeleton_pikeman_t00	LineageMonstersTex.skeleton_pikeman_t01				0			4	4416	1	20002	35414																							1.00000000	0		3	ItemSound.sword_big_9	ItemSound.hammer_2	ItemSound.sword_mid_3	5	ItemSound.shield_steel_1	ItemSound.armor_bone_2	ItemSound.shield_bone_4	ItemSound.Shield_Steel_7	ItemSound.shield_steel_1	3	MonSound.skeleton_p_dmg_1	MonSound.skeleton_p_dmg_2	MonSound.skeleton_p_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
35415	LineageMonster.skeleton_knight	LineageMonsters.skeleton_knight_m00	1	LineageMonstersTex.skeleton_knight_t00					0			4	4416	1	20002	35415																							1.00000000	0		3	ItemSound.hammer_1	ItemSound.sword_big_2	ItemSound.sword_mid_9	4	ItemSound.shield_steel_2	ItemSound.shield_steel_1	ItemSound.shield_bone_1	ItemSound.shield_steel_8		3	MonSound.skeleton_k_dmg_1	MonSound.skeleton_k_dmg_2	MonSound.skeleton_k_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
35416	LineageMonster.death_blader	LineageMonsters.death_blader_m00	2	LineageMonstersTex.death_blader_t00	LineageMonstersTex.death_blader_t01				0			4	4416	1	20002	35416																							1.00000000	0		3	ItemSound.sword_mid_9	ItemSound.sword_big_2	ItemSound.spear_4	4	ItemSound.shield_bone_1	ItemSound.shield_steel_1	ItemSound.shield_bone_3	ItemSound.shield_steel_8		3	MonSound.death_knight_dmg_1	MonSound.death_knight_dmg_2	MonSound.death_knight_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
35417	LineageMonster.dwarf_ghost	LineageMonsters.dwarf_ghost_m00	2	LineageMonstersTex.dwarf_ghost_t00	LineageMonstersTex.dwarf_ghost_t01				0			4	4416	1	20002	35417																							0.85714298	0		3	ItemSound.sword_mid_3	ItemSound.spear_2	ItemSound.spear_4	4	MonSound.Hit_Soul_1	MonSound.Hit_Soul_2	MonSound.Hit_Soul_3	MonSound.Hit_Soul_4		3	MonSound.dwarf_ghost_dmg_1	MonSound.dwarf_ghost_dmg_2	MonSound.dwarf_ghost_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
35418	LineageMonster.dwarf_ghost	LineageMonsters.dwarf_ghost_m00	2	LineageMonstersTex.dwarf_ghost_t00	LineageMonstersTex.dwarf_ghost_t01				0			4	4416	1	20002	35418																							0.85714298	0		3	ItemSound.sword_mid_3	ItemSound.spear_2	ItemSound.spear_4	4	MonSound.Hit_Soul_1	MonSound.Hit_Soul_2	MonSound.Hit_Soul_3	MonSound.Hit_Soul_4		3	MonSound.dwarf_ghost_dmg_1	MonSound.dwarf_ghost_dmg_2	MonSound.dwarf_ghost_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
35419	LineageMonster.human_ghost	LineageMonsters.human_ghost_m00	1	LineageMonstersTex.human_ghost_t00					0			4	4416	1	20002	35419																							0.85714298	0		3	ItemSound.spear_3	ItemSound.sword_great_2	ItemSound.hammer_2	4	MonSound.Hit_Soul_1	MonSound.Hit_Soul_2	MonSound.Hit_Soul_3	MonSound.Hit_Soul_4		3	MonSound.h_ghost_dmg_1	MonSound.h_ghost_dmg_2	MonSound.h_ghost_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
35420	LineageMonster.human_ghost	LineageMonsters.human_ghost_m00	1	LineageMonstersTex.human_ghost_t00					0			4	4416	1	20002	35420																							0.00714300	0		3	ItemSound.spear_3	ItemSound.sword_great_2	ItemSound.hammer_2	4	MonSound.Hit_Soul_1	MonSound.Hit_Soul_2	MonSound.Hit_Soul_3	MonSound.Hit_Soul_4		3	MonSound.h_ghost_dmg_1	MonSound.h_ghost_dmg_2	MonSound.h_ghost_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
35421	LineageMonster.elf_ghost	LineageMonsters.elf_ghost_m00	2	LineageMonstersTex.elf_ghost_t00	LineageMonstersTex.elf_ghost_t01				0			4	4416	1	20002	35421																							0.00714300	0		3	ItemSound.sword_mid_3	ItemSound.spear_2	ItemSound.spear_4	4	MonSound.Hit_Soul_1	MonSound.Hit_Soul_2	MonSound.Hit_Soul_3	MonSound.Hit_Soul_4		3	MonSound.elf_ghost_dmg_1	MonSound.elf_ghost_dmg_2	MonSound.elf_ghost_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
35422	LineageDeco.azit_a	LineageDecos.azit_a_m00	2	LineageDecosTex.azit_a_t01	LineageDecosTex.azit_a_t00				0			4	4416	19	20002	35422																							1.20000005	0		1				4	ItemSound.shield_wood_3	MonSound.Hit_Wood_4	ItemSound.Shield_Wood_4	MonSound.Hit_Wood_5		1				0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
35423	LineageDeco.azit_b	LineageDecos.azit_b_m00	2	LineageDecosTex.azit_b_t01	LineageDecosTex.azit_b_t00				0			4	4416	19	20002	35423																							1.20000005	0		1				4	ItemSound.shield_wood_3	MonSound.Hit_Wood_4	ItemSound.Shield_Wood_4	MonSound.Hit_Wood_5		1				0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
35424	LineageDeco.azit_b	LineageDecos.azit_b_m00	2	LineageDecosTex.azit_b_t02	LineageDecosTex.azit_b_t00				0			4	4416	19	20002	35424																							1.20000005	0		1				4	ItemSound.shield_wood_3	MonSound.Hit_Wood_4	ItemSound.Shield_Wood_4	MonSound.Hit_Wood_5		1				0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
35425	LineageDeco.azit_b	LineageDecos.azit_b_m00	2	LineageDecosTex.azit_b_t03	LineageDecosTex.azit_b_t00				0			4	4416	19	20002	35425																							1.20000005	0		1				4	ItemSound.shield_wood_3	MonSound.Hit_Wood_4	ItemSound.Shield_Wood_4	MonSound.Hit_Wood_5		1				0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
35426	LineageDeco.azit_b	LineageDecos.azit_b_m00	2	LineageDecosTex.azit_b_t04	LineageDecosTex.azit_b_t00				0			4	4416	19	20002	35426																							1.20000005	0		1				4	ItemSound.shield_wood_3	MonSound.Hit_Wood_4	ItemSound.Shield_Wood_4	MonSound.Hit_Wood_5		1				0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
35427	LineageDeco.azit_b	LineageDecos.azit_b_m00	2	LineageDecosTex.azit_b_t05	LineageDecosTex.azit_b_t00				0			4	4416	19	20002	35427																							1.20000005	0		1				4	ItemSound.shield_wood_3	MonSound.Hit_Wood_4	ItemSound.Shield_Wood_4	MonSound.Hit_Wood_5		1				0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
35428	LineageMonster.oel_mahum_warrior	LineageMonsters.oel_mahum_warrior_m00	3	LineageMonstersTex.oel_mahum_warrior_t00	LineageMonstersTex.oel_mahum_warrior_t01	LineageMonstersTex.oel_mahum_warrior_t02			0			4	4416	6	20002	35428																							0.87500000	0		3	ItemSound.sword_big_9	ItemSound.sword_big_2	ItemSound.spear_4	4	MonSound.Hit_Stone_3	ItemSound.shield_steel_2	MonSound.Hit_normal_12	ItemSound.shield_steel_8		3	MonSound2.oel_w_dmg_1	MonSound2.oel_w_dmg_2	MonSound.oel_mahum_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
35429	LineageMonster.oel_mahum_warrior	LineageMonsters.oel_mahum_warrior_m00	3	LineageMonstersTex.oel_mahum_warrior_t00	LineageMonstersTex.oel_mahum_warrior_t01	LineageMonstersTex.oel_mahum_warrior_t02			0			4	4416	6	20002	35429																							0.87500000	0		3	ItemSound.sword_big_9	ItemSound.sword_big_2	ItemSound.spear_4	4	MonSound.Hit_Stone_3	ItemSound.shield_steel_2	MonSound.Hit_normal_12	ItemSound.shield_steel_8		3	MonSound2.oel_w_dmg_1	MonSound2.oel_w_dmg_2	MonSound.oel_mahum_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
35430	LineageMonster.oel_mahum_witch_doctor	LineageMonsters.oel_mahum_witch_doctor_m00	2	LineageMonstersTex.oel_mahum_witch_doctor_t00	LineageMonstersTex.oel_mahum_witch_doctor_t01				0			4	4416	6	20002	35430																							1.07692301	0		3	ItemSound.sword_big_9	ItemSound.sword_big_2	ItemSound.spear_4	5	ItemSound.shield_steel_1	ItemSound.armor_bone_2	ItemSound.shield_bone_4	ItemSound.Shield_Steel_7	ItemSound.shield_steel_1	3	MonSound2.oel_w_dmg_1	MonSound2.oel_w_dmg_2	MonSound.oel_mahum_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
35431	LineageMonster.oel_mahum_witch_doctor	LineageMonsters.oel_mahum_witch_doctor_m00	2	LineageMonstersTex.oel_mahum_witch_doctor_t00	LineageMonstersTex.oel_mahum_witch_doctor_t01				0			4	4416	6	20002	35431																							1.07692301	0		3	ItemSound.sword_big_9	ItemSound.sword_big_2	ItemSound.spear_4	5	ItemSound.shield_steel_1	ItemSound.armor_bone_2	ItemSound.shield_bone_4	ItemSound.Shield_Steel_7	ItemSound.shield_steel_1	3	MonSound2.oel_w_dmg_1	MonSound2.oel_w_dmg_2	MonSound.oel_mahum_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
35432	LineageMonster.oel_mahum_40_sm	LineageMonsters.oel_mahum_m00	2	LineageMonstersTex.oel_mahum_t00	LineageMonstersTex.oel_mahum_t01				0			4	4416	6	20002	35432																							1.27272701	0		3	ItemSound.sword_big_9	ItemSound.sword_big_2	ItemSound.spear_4	4	ItemSound.shield_steel_3	MonSound.Hit_normal_12	ItemSound.Shield_Steel_7	MonSound.Hit_Metal_9		3	MonSound.oel_mahum_dmg_1	MonSound.oel_mahum_dmg_2	MonSound.oel_mahum_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
35433	LineageMonster.oel_mahum	LineageMonsters.oel_mahum_m00	2	LineageMonstersTex.oel_mahum_t00	LineageMonstersTex.oel_mahum_t01				0			4	4416	6	20002	35433																							1.09090900	0		3	ItemSound.sword_big_9	ItemSound.spear_2	ItemSound.sword_mid_9	4	ItemSound.shield_steel_1	MonSound.Hit_Wet_3	ItemSound.shield_steel_8	MonSound.Hit_normal_3		3	MonSound.ol_mahum_dmg_1	MonSound.ol_mahum_dmg_2	MonSound.ol_mahum_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
35434	LineageMonster.oel_mahum	LineageMonsters.oel_mahum_m00	2	LineageMonstersTex.oel_mahum_t00	LineageMonstersTex.oel_mahum_t01				0			4	4416	6	20002	35434																							1.09090900	0		3	ItemSound.sword_big_9	ItemSound.spear_2	ItemSound.sword_mid_9	4	ItemSound.shield_steel_1	MonSound.Hit_Wet_3	ItemSound.shield_steel_8	MonSound.Hit_normal_3		3	MonSound.ol_mahum_dmg_1	MonSound.ol_mahum_dmg_2	MonSound.ol_mahum_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
35435	LineageMonster.oel_mahum	LineageMonsters.oel_mahum_m00	2	LineageMonstersTex.oel_mahum_t00	LineageMonstersTex.oel_mahum_t01				0			4	4416	6	20002	35435																							1.09090900	0		3	ItemSound.sword_big_9	ItemSound.spear_2	ItemSound.sword_mid_9	4	ItemSound.shield_steel_1	MonSound.Hit_Wet_3	ItemSound.shield_steel_8	MonSound.Hit_normal_3		3	MonSound.ol_mahum_dmg_1	MonSound.ol_mahum_dmg_2	MonSound.ol_mahum_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
35436	LineageMonster.oel_mahum	LineageMonsters.oel_mahum_m00	2	LineageMonstersTex.oel_mahum_t00	LineageMonstersTex.oel_mahum_t01				0			4	4416	6	20002	35436																							1.09090900	0		3	ItemSound.sword_big_9	ItemSound.spear_2	ItemSound.sword_mid_9	4	ItemSound.shield_steel_1	MonSound.Hit_Wet_3	ItemSound.shield_steel_8	MonSound.Hit_normal_3		3	MonSound.ol_mahum_dmg_1	MonSound.ol_mahum_dmg_2	MonSound.ol_mahum_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
35437	LineageMonster.oel_mahum	LineageMonsters.oel_mahum_m00	2	LineageMonstersTex.oel_mahum_t00	LineageMonstersTex.oel_mahum_t01				0			4	4416	6	20002	35437																							1.09090900	0		3	ItemSound.sword_big_9	ItemSound.spear_2	ItemSound.sword_mid_9	4	ItemSound.shield_steel_1	MonSound.Hit_Wet_3	ItemSound.shield_steel_8	MonSound.Hit_normal_3		3	MonSound.ol_mahum_dmg_1	MonSound.ol_mahum_dmg_2	MonSound.ol_mahum_dmg_3	0			1	504					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
35438	LineageMonster.oel_mahum	LineageMonsters.oel_mahum_m00	2	LineageMonstersTex.oel_mahum_t00	LineageMonstersTex.oel_mahum_t01				0			4	4416	6	20002	35438																							1.09090900	0		3	ItemSound.sword_big_9	ItemSound.spear_2	ItemSound.sword_mid_9	4	ItemSound.shield_steel_1	MonSound.Hit_Wet_3	ItemSound.shield_steel_8	MonSound.Hit_normal_3		3	MonSound.ol_mahum_dmg_1	MonSound.ol_mahum_dmg_2	MonSound.ol_mahum_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
35439	LineageNPC.a_maidB_FHuman	LineageNPCs.a_maidB_FHuman_m00	4	LineageNPCsTex.a_maidB_FHuman_m00_t00_b00	LineageNPCsTex.a_maidB_FHuman_m00_t00_b01	LineageNPCsTex.a_maidB_FHuman_m00_t00_f	LineageNPCsTex.a_maidB_FHuman_m00_t00_h		0			4	4416	14	20002	35439																							0.01000000	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_underwear_1	ItemSound.armor_underwear_2	ItemSound.armor_underwear_3	ItemSound.armor_underwear_4	ItemSound.armor_leather_7	3	ChrSound.FNpc_Fighter_Dmg_3	ChrSound.FNpc_Young_Dmg_3	ChrSound.FNpc_Lady_Dmg_1	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
35440	LineageNPC.a_common_peopleB_MHuman	LineageNPCs.a_common_peopleB_MHuman_m00	4	LineageNPCsTex.a_common_peopleB_MHuman_m00_t00_b00	LineageNPCsTex.a_common_peopleB_MHuman_m00_t00_b01	LineageNPCsTex.a_common_peopleB_MHuman_m00_t00_f	LineageNPCsTex.a_common_peopleB_MHuman_m00_t00_h		0			4	4416	14	20002	35440																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_5	ItemSound.armor_leather_7	3	ChrSound.MNpc_Young_Dmg_1	ChrSound.MNpc_Young_Dmg_2	ChrSound.MNpc_Young_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
35441	LineageNPC.a_maidA_FHuman	LineageNPCs.a_maidA_FHuman_m00	4	LineageNPCsTex.a_maidA_FHuman_m00_t00_b00	LineageNPCsTex.a_maidA_FHuman_m00_t00_b01	LineageNPCsTex.a_maidA_FHuman_m00_t00_f	LineageNPCsTex.a_maidA_FHuman_m00_t00_h		0			4	4416	14	20002	35441																							0.01000000	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_underwear_1	ItemSound.armor_underwear_2	ItemSound.armor_underwear_3	ItemSound.armor_underwear_4	ItemSound.armor_leather_7	3	ChrSound.FNpc_Fighter_Dmg_3	ChrSound.FNpc_Young_Dmg_3	ChrSound.FNpc_Lady_Dmg_1	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
35442	LineageNPC.a_casino_MHuman	LineageNPCs.a_casino_MHuman_m00	4	LineageNPCsTex.a_casino_MHuman_m00_t00_b00	LineageNPCsTex.a_casino_MHuman_m00_t00_b01	LineageNPCsTex.a_casino_MHuman_m00_t00_f	LineageNPCsTex.a_casino_MHuman_m00_t00_h		0			4	4416	14	20002	35442																							1.20000005	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_3	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_8	3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	1	0
35443	LineageNPC.a_common_peopleB_FHuman	LineageNPCs.a_common_peopleB_FHuman_m00	4	LineageNPCsTex.a_common_peopleB_FHuman_m00_t00_b00	LineageNPCsTex.a_common_peopleB_FHuman_m00_t00_b01	LineageNPCsTex.a_common_peopleB_FHuman_m00_t00_f	LineageNPCsTex.a_common_peopleB_FHuman_m00_t00_h		0			4	4416	14	20002	35443																							0.01000000	0		3	ItemSound.fist_1	ItemSound.fist_2	ItemSound.fist_3	5	ItemSound.armor_leather_1	ItemSound.armor_leather_4	ItemSound.armor_leather_6	ItemSound.armor_leather_7	ItemSound.armor_leather_8	3	ChrSound.FNpc_Lady_Dmg_1	ChrSound.FNpc_Lady_Dmg_2	ChrSound.FNpc_Lady_Dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
