id	level	name	description
3048	2	a,Special Ability: Conversion\0	a,Reduces maximum HP and increases maximum MP. Increases damage inflicted during PvP.\0
3049	1	a,Special Ability: Increase Critical\0	a,none\0
3049	2	a,Magic Damage: Increase Critical\0	a,none\0
3050	1	a,Special Ability: Focus\0	a,Enhances critical attack. Increases damage inflicted during PvP.\0
3051	1	a,Special Ability: Focus\0	a,Enhances critical attack. Increases damage inflicted during PvP.\0
3052	1	a,Special Ability: Critical Bleed\0	a,A wound appears and HP falls. Effect 7.\0
3052	2	a,Special Ability: Critical Bleed\0	a,A wound appears and HP falls. Effect 7.\0
3053	1	a,Special Ability: Critical Bleed\0	a,A wound appears and HP falls. Effect 7.\0
3053	2	a,Special Ability: Critical Bleed\0	a,A wound appears and HP falls. Effect 7.\0
3054	1	a,Special Ability: Critical Bleed\0	a,A wound appears and HP falls. Effect 7.\0
3054	2	a,Special Ability: Critical Bleed\0	a,A wound appears and HP falls. Effect 7.\0
3055	1	a,Special Ability: Critical Bleed\0	a,A wound appears and HP falls. Effect 7.\0
3055	2	a,Special Ability: Critical Bleed\0	a,A wound appears and HP falls. Effect 7.\0
3056	1	a,Special Ability: Rsk. Haste\0	a,ATK Spd. increases when HP falls.\0
3056	2	a,Special Ability: Rsk. Haste\0	a,Atk. Spd. increases when HP falls. Increases damage inflicted during PvP.\0
3057	1	a,Special Ability: Anger\0	a,Decreases maximum HP and increases P. Atk. Increases damage inflicted during PvP.\0
3057	2	a,Special Ability: Anger\0	a,Decreases maximum HP and increases P. Atk. Increases damage inflicted during PvP.\0
3058	1	a,Special Ability: Anger\0	a,Decreases maximum HP and increases P. Atk. Increases damage inflicted during PvP.\0
3058	2	a,Special Ability: Anger\0	a,Decreases maximum HP and increases P. Atk. Increases damage inflicted during PvP.\0
3059	1	a,Special Ability: Critical Drain\0	a,none\0
3059	2	a,Special Ability: Critical Drain\0	a,none\0
3060	1	a,Special Ability: Critical Drain\0	a,none\0
3060	2	a,Special Ability: Critical Drain\0	a,none\0
3061	1	a,Special Ability: Critical Poison\0	a,Causes poisoning. Effect 7.\0
3061	2	a,Special Ability: Critical Poison\0	a,Causes poisoning. Effect 7.\0
3062	1	a,Special Ability: Critical Poison\0	a,Causes poisoning. Effect 7.\0
3062	2	a,Special Ability: Critical Poison\0	a,Causes poisoning. Effect 7.\0
3063	1	a,Special Ability: Back Blow\0	a,Increases critical attack rate when attacking a target from behind. Increases damage inflicted during PvP.\0
3064	1	a,Special Ability: Guidance\0	a,Increases Accuracy. Increases damage inflicted during PvP.\0
3065	1	a,Special Ability: Guidance\0	a,Increases Accuracy. Increases damage inflicted during PvP.\0
3066	1	a,Special Ability: Critical Damage\0	a,Increases damage during a critical attack. Increases damage inflicted during PvP.\0
3066	2	a,Special Ability: Critical Damage\0	a,Increases damage during a critical attack. Increases damage inflicted during PvP.\0
3067	1	a,Special Ability: Critical Damage\0	a,Increases damage during a critical attack. Increases damage inflicted during PvP.\0
3067	2	a,Special Ability: Critical Damage\0	a,Increases damage during a critical attack. Increases damage inflicted during PvP.\0
3068	1	a,Special Ability: Haste\0	a,Increases ATK Spd.\0
3068	2	a,Special Ability: Haste\0	a,Increases Atk. Spd. Increases damage inflicted during PvP.\0
3069	1	a,Special Ability: Risky Evasion\0	a,Evasion increases when HP falls.\0
3070	1	a,Special Ability: Critical Stun\0	a,Stuns the enemy during a critical attack.\0
3070	2	a,Special Ability: Critical Stun\0	a,Stuns the enemy during a critical attack.\0
3071	1	a,Special Ability: Rsk. Focus\0	a,Critical attack rate increases when HP falls.\0
3071	2	a,Special Ability: Rsk. Focus\0	a,Critical attack rate increases when HP falls. Increases damage inflicted during PvP.\0
3072	1	a,Special Ability: Empower\0	a,Increases M. Atk. Increases damage inflicted during PvP.\0
3072	2	a,Special Ability: Empower\0	a,Increases M. Atk. Increases damage inflicted during PvP.\0
3073	1	a,Special Ability: Magic Power\0	a,Increases MP consumption rate and M. Atk. Increases damage inflicted during PvP.\0
3073	2	a,Special Ability: Magic Power\0	a,Increases MP consumption rate and M. Atk. Increases damage inflicted during PvP.\0
3074	1	a,Special Ability: Magic Silence\0	a,Disables the ability to use one's magic skills.\0
3074	2	a,Special Ability: Magic Silence\0	a,Disables the ability to use one's magic skills.\0
3075	1	a,Special Ability: Magic Paralyze\0	a,Paralyzes target.\0
3075	2	a,Special Ability: Magic Paralyze\0	a,Paralyzes target.\0
3076	1	a,Special Ability: Empower\0	a,Increases M. Atk. capability.\0
3076	2	a,Special Ability: Empower\0	a,Increases M. Atk. capability.\0
3076	3	a,Special Ability: Empower\0	a,Increases M. Atk. capability.\0
3076	4	a,Special Ability: Empower\0	a,Increases M. Atk. capability.\0
3076	5	a,Special Ability: Empower\0	a,Increases M. Atk. capability.\0
3076	6	a,Special Ability: Empower\0	a,Increases M. Atk. capability.\0
3077	1	a,Special Ability: Magic Power\0	a,Increases MP consumption rate and M. Atk. capability.\0
3077	2	a,Special Ability: Magic Power\0	a,Increases MP consumption rate and M. Atk. capability.\0
3077	3	a,Special Ability: Magic Power\0	a,Increases MP consumption rate and M. Atk. capability.\0
3077	4	a,Special Ability: Magic Power\0	a,Increases MP consumption rate and M. Atk. capability.\0
3077	5	a,Special Ability: Magic Power\0	a,Increases MP consumption rate and M. Atk. capability.\0
3077	6	a,Special Ability: Magic Power\0	a,Increases MP consumption rate and M. Atk. capability.\0
3078	1	a,Special Ability: Magic Silence\0	a,Disables the ability to use one's magic skills.\0
3078	2	a,Special Ability: Magic Silence\0	a,Disables the ability to use one's magic skills.\0
3078	3	a,Special Ability: Magic Silence\0	a,Disables the ability to use one's magic skills.\0
3078	4	a,Special Ability: Magic Silence\0	a,Disables the ability to use one's magic skills.\0
3078	5	a,Special Ability: Magic Silence\0	a,Disables the ability to use one's magic skills.\0
3078	6	a,Special Ability: Magic Silence\0	a,Disables the ability to use one's magic skills.\0
3079	1	a,Special Ability: Magic Paralyze\0	a,Paralyzes target.\0
3079	2	a,Special Ability: Magic Paralyze\0	a,Paralyzes target.\0
3079	3	a,Special Ability: Magic Paralyze\0	a,Paralyzes target.\0
3079	4	a,Special Ability: Magic Paralyze\0	a,Paralyzes target.\0
3079	5	a,Special Ability: Magic Paralyze\0	a,Paralyzes target.\0
3079	6	a,Special Ability: Magic Paralyze\0	a,Paralyzes target.\0
3500	1	a,Wooden Set\0	a,Increases P. Def. and Maximum HP.\0
3501	1	a,Devotion Set\0	a,Increases Casting Spd.\0
3502	1	a,Mithril Heavy Armor Set\0	a,Increases resistance to poison attack.\0
3503	1	a,Reinforced Leather Set\0	a,Increases Maximum MP.\0
3504	1	a,Knowledge Set\0	a,Reduces MP recovery speed and increases M. Atk.\0
3505	1	a,Manticore Set\0	a,Increases Maximum MP.\0
3506	1	a,Brigandine Set\0	a,Increases P. Def. and Maximum HP.\0
3507	1	a,Elven Mithril Set\0	a,Increases Speed. INT-1, WIT+1\0
3508	1	a,Mithril Light Armor Set\0	a,Increases Evasion.\0
3509	1	a,Chain Mail Set\0	a,Increases resistance to dagger attack.\0
3510	1	a,Karmian Set\0	a,Increases P. Def. and Casting Spd.\0
3511	1	a,Plate Leather Set\0	a,none\0
3512	1	a,Composite Set\0	a,Increases weight capacity.\0
3513	1	a,Demon's Set\0	a,Reduces maximum HP. INT+4, WIT-1\0
3514	1	a,Theca Leather Set\0	a,Increases P. Def.\0
3515	1	a,Drake Leather Set\0	a,Increases M. Def.\0
3516	1	a,Full Plate Set\0	a,Increases maximum HP.\0
3517	1	a,Divine Set\0	a,Increases P. Def. and maximum MP. INT-1, WIT+1\0
3518	1	a,Zubei's Heavy Armor Set\0	a,Increases P. Def. and maximum HP.\0
3519	1	a,Avadon Heavy Armor Set\0	a,Increases maximum HP.\0
3520	1	a,Zubei's Light Armor Set\0	a,Increases Evasion.\0
3521	1	a,Avadon Light Armor Set\0	a,Increases M. Def. and weight capacity.\0
3522	1	a,Zubei's Robe Set\0	a,Decreases MP recovery rate and increases M. Atk.\0
3523	1	a,Avadon Robe Set\0	a,Increases P. Def. and Casting Spd.\0
3524	1	a,Blue Wolf Heavy Armor Set\0	a,Increases Speed and HP recovery rate. STR+3, CON-1, DEX-2\0
3525	1	a,Doom Heavy Armor Set\0	a,Increases maximum HP and lung capacity. STR-3, CON+3\0
3526	1	a,Blue Wolf Light Armor Set\0	a,Increases P. Def. and Casting Spd.  INT-2, MEN+3, WIT-1\0
3527	1	a,Doom Light Armor Set\0	a,Increases resistance to poison attack, lung capacity, P. Atk. and MP recovery rate. STR-1, CON-2, DEX+3\0
3528	1	a,Blue Wolf Robe Set\0	a,Increases maximum MP and MP recovery rate. INT-2, MEN-1, WIT+3\0
3529	1	a,Doom Robe Set\0	a,Increases Speed, lung capacity and MP recovery rate. INT+2, MEN+1, WIT-3\0
3530	1	a,Dark Crystal Heavy Armor Set\0	a,Increases resistance to paralysis attack and the effectiveness of HP recovery magic. STR-2, CON+2\0
3531	1	a,Tallum Heavy Armor Set\0	a,Increases resistance to poison/bleeding attack. Atk. Spd. and weight capacity are also increased. STR+2, CON-2\0
3532	1	a,Dark Crystal Light Armor Set\0	a,Increases resistance to paralysis attack. Atk. Spd. and P. Atk. are also increased. STR+1, CON-1\0
3533	1	a,Tallum Light Armor Set\0	a,Increases resistance to poison/bleeding attack. MP recovery rate and maximum MP are also increased. MEN+2, WIT-2\0
3534	1	a,Tallum Robe Set\0	a,Increases resistance to poison/bleeding attack. Casting Spd. and M. Def. are also increased. INT-2, WIT+2\0
3535	1	a,Dark Crystal Robe Set\0	a,Decreases magic cancel rate and increases resistance to paralysis attack. P. Def., Casting Spd, and Speed are also increased. WIT+2, MEN-2\0
3536	1	a,Nightmare Heavy Armor Set\0	a,Increases P. Atk. and resistance to Sleep/Hold attack.. CON+2, DEX-2\0
3537	1	a,Majestic Heavy Armor Set\0	a,Increases resistance to shock attack. P. Atk. and Accuracy are also increased. STR+2. CON-2\0
3538	1	a,Nightmare Light Armor Set\0	a,Increases resistance to Sleep/Hold attack and M. Def. Restores HP by using part of the damage inflicted upon the enemy, excluding damage caused by skill or remote attack. DEX+1, CON-1\0
3539	1	a,Majestic Light Armor Set\0	a,Increases resistance to shock attack. P. Atk. by bow, maximum MP and weight capacity are also increased. DEX+1, CON-1\0
3540	1	a,Nightmare Robe Set\0	a,Increases MP regeneration, M. Atk. and resistance to Sleep/Hold attack. INT+2, WIT-2\0
3541	1	a,Majestic Robe Set\0	a,Increases resistance to shock attack. Maximum MP, Casting Spd. and MP recovery rate are also increased. MEN+1, INT-1\0
3542	1	a,Special Ability: Critical Damage\0	a,Inflicts additional damage during a critical attack.\0
3542	2	a,Special Ability: Critical Damage\0	a,Inflicts additional damage during a critical attack.\0
3542	3	a,Special Ability: Critical Damage\0	a,Inflicts additional damage during a critical attack.\0
3542	4	a,Special Ability: Critical Damage\0	a,Inflicts additional damage during a critical attack.\0
3542	5	a,Special Ability: Critical Damage\0	a,Inflicts additional damage during a critical attack.\0
3542	6	a,Special Ability: Critical Damage\0	a,Inflicts additional damage during a critical attack.\0
3543	1	a,Equipped with Shield\0	a,Increases maximum HP.\0
3544	1	a,Equipped with Shield\0	a,Increases maximum HP.\0
3545	1	a,Equipped with Shield\0	a,Increases maximum HP.\0
3546	1	a,Equipped with Shield\0	a,Increases M. Def.\0
3547	1	a,Equipped with Shield\0	a,Increases shield defense rate.\0
3548	1	a,Equipped with Shield\0	a,Increases shield defense rate.\0
3549	1	a,Equipped with Shield\0	a,Increases shield defense rate.\0
3550	1	a,Equipped with Shield\0	a,Increases shield defense rate.\0
3551	1	a,Equipped with Shield\0	a,Returns damage inflicted by enemy back upon him. Not applied to damage inflicted by a skill or remote attack.\0
3552	1	a,Special Ability: PvP Damage\0	a,Increases damage inflicted during PvP.\0
7001	1	a,Summon Spartoi\0	a,none\0
7002	1	a,none\0	a,none\0
7003	1	a,none\0	a,none\0
7004	1	a,none\0	a,none\0
7005	1	a,none\0	a,none\0
7006	1	a,none\0	a,none\0
7007	1	a,none\0	a,none\0
7008	1	a,none\0	a,none\0
7009	1	a,none\0	a,none\0
7010	1	a,Refresh\0	a,Refresh all\0
7011	1	a,none\0	a,none\0
7012	1	a,none\0	a,none\0
7013	1	a,none\0	a,none\0
7014	1	a,none\0	a,none\0
7015	1	a,none\0	a,none\0
7016	1	a,none\0	a,none\0
7017	1	a,none\0	a,none\0
7018	1	a,none\0	a,none\0
7019	1	a,none\0	a,none\0
7020	1	a,none\0	a,none\0
7021	1	a,none\0	a,none\0
7022	1	a,none\0	a,none\0
7023	1	a,none\0	a,none\0
7024	1	a,none\0	a,none\0
7025	1	a,none\0	a,none\0
7026	1	a,none\0	a,none\0
7027	1	a,none\0	a,none\0
7028	1	a,none\0	a,none\0
7029	1	a,Super Haste\0	a,Becomes very quick\0
7029	2	a,Super Haste\0	a,Becomes very very quick\0
7029	3	a,Super Haste\0	a,Really, really gets faster and stronger.\0
7029	4	a,Super Haste\0	a,Gives the battle power of two people to one person.\0
7030	1	a,Summon King Bugbear\0	a,none\0
7031	1	a,Summon Skeleton Royal Guard\0	a,none\0
7032	1	a,Summon Hunter Gargoyle\0	a,none\0
4001	1	a,NPC Wind Strike\0	a,Powerful wind attack.\0
4001	2	a,NPC Wind Strike\0	a,Powerful wind attack.\0
4001	3	a,NPC Wind Strike\0	a,Powerful wind attack.\0
4001	4	a,NPC Wind Strike\0	a,Powerful wind attack.\0
4001	5	a,NPC Wind Strike\0	a,Powerful wind attack.\0
4001	6	a,NPC Wind Strike\0	a,Powerful wind attack.\0
4001	7	a,NPC Wind Strike\0	a,Powerful wind attack.\0
4001	8	a,NPC Wind Strike\0	a,Powerful wind attack.\0
4002	1	a,Absorb NPC HP\0	a,none\0
4002	2	a,Absorb NPC HP\0	a,none\0
4002	3	a,Absorb NPC HP\0	a,none\0
4002	4	a,Absorb NPC HP\0	a,none\0
4002	5	a,Absorb NPC HP\0	a,none\0
4002	6	a,Absorb NPC HP\0	a,none\0
4002	7	a,Absorb NPC HP\0	a,none\0
4003	1	a,Golem Body\0	a,none\0
4004	1	a,Fragile Skull\0	a,none\0
4005	1	a,Floating Target\0	a,none\0
4006	1	a,Blazing Log\0	a,none\0
4007	1	a,Immortal Life\0	a,none\0
4008	1	a,Insect Skin\0	a,none\0
4009	1	a,Resist Fire\0	a,Provides resistance against fire attack.\0
4009	2	a,Resist Fire\0	a,Provides resistance against fire attack.\0
4009	3	a,Resist Fire\0	a,Provides resistance against fire attack.\0
4009	4	a,Resist Fire\0	a,Provides resistance against fire attack.\0
4009	5	a,Great Resist Fire\0	a,Provides very powerful resistance against fire attack.\0
4009	6	a,Great Resist Fire\0	a,Provides very powerful resistance against fire attack.\0
4010	1	a,Resist Water\0	a,Provides resistance against water attack.\0
4010	2	a,Resist Water\0	a,Provides resistance against water attack.\0
4010	3	a,Resist Water\0	a,Provides resistance against water attack.\0
4010	4	a,Resist Water\0	a,Provides resistance against water attack.\0
4010	5	a,Great Resist Water\0	a,Provides very powerful resistance against water attack.\0
4010	6	a,Great Resist Water\0	a,Provides very powerful resistance against water attack.\0
4011	1	a,Resist Wind\0	a,Provides resistance against wind attack.\0
4011	2	a,Resist Wind\0	a,Provides resistance against wind attack.\0
4011	3	a,Resist Wind\0	a,Provides resistance against wind attack.\0
4011	4	a,Resist Wind\0	a,Provides resistance against wind attack.\0
4011	5	a,Great Resist Wind\0	a,Provides very powerful resistance against wind attack.\0
4011	6	a,Great Resist Wind\0	a,Provides very powerful resistance against wind attack.\0
4012	1	a,Resist Earth\0	a,Provides resistance against earth attack.\0
4012	2	a,Resist Earth\0	a,Provides resistance against earth attack.\0
4012	3	a,Resist Earth\0	a,Provides resistance against earth attack.\0
4012	4	a,Resist Earth\0	a,Provides resistance against earth attack.\0
4012	5	a,Great Resist Earth\0	a,Provides very powerful resistance against earth attack.\0
4012	6	a,Great Resist Earth\0	a,Provides very powerful resistance against earth attack.\0
4013	1	a,Resistance to Fire, Vulnerable to Water\0	a,none\0
4014	1	a,Resistance to Water, Vulnerable to Fire\0	a,none\0
4015	1	a,Resistance to Wind, Vulnerable to Earth\0	a,none\0
4016	1	a,Resistance to Earth, Vulnerable to Wind\0	a,none\0
4017	1	a,Brandish Queen Ant\0	a,none\0
4018	1	a,Decrease Speed\0	a,Temporarily slows movement. Effect 3.\0
4019	1	a,Decrease Speed\0	a,Temporarily slows movement. Effect 3.\0
4020	1	a,Heal Queen Ant1\0	a,none\0
4021	1	a,Queen Ant\0	a,Vulnerable to fire attack but possesses great resistance against archery attack.\0
4022	1	a,Body of Nurse Ant\0	a,none\0
4023	1	a,Body of Royal Guard Ant\0	a,none\0
4024	1	a,Heal Queen Ant2\0	a,none\0
4025	1	a,Master Recharge\0	a,none\0
4025	2	a,Master Recharge\0	a,none\0
4025	3	a,Master Recharge\0	a,none\0
4025	4	a,Master Recharge\0	a,none\0
4025	5	a,Master Recharge\0	a,none\0
4025	6	a,Master Recharge\0	a,none\0
4025	7	a,Master Recharge\0	a,none\0
4026	1	a,Gludio Flame\0	a,none\0
4027	1	a,Gludio Heal\0	a,none\0
4028	1	a,Enhance P. Atk.\0	a,none\0
4028	2	a,Enhance P. Atk.\0	a,none\0
4028	3	a,Enhance P. Atk.\0	a,none\0
4029	1	a,Enhance P. Def.\0	a,none\0
4029	2	a,Enhance P. Def.\0	a,none\0
4029	3	a,Enhance P. Def.\0	a,none\0
4030	1	a,Enhance P. Atk.\0	a,Temporarily boosts P. Atk. Effect 1.\0
4030	2	a,Enhance P. Atk.\0	a,Temporarily boosts P. Atk. Effect 2.\0
4030	3	a,Enhance P. Atk.\0	a,Temporarily boosts P. Atk. Effect 3.\0
4031	1	a,Enhance P. Def.\0	a,Temporarily boosts P. Def. Effect 1.\0
4031	2	a,Enhance P. Def.\0	a,Temporarily boosts P. Def. Effect 2.\0
4031	3	a,Enhance P. Def.\0	a,Temporarily boosts P. Def. Effect 3.\0
4032	1	a,NPC Wield Temper\0	a,none\0
4032	2	a,NPC Wield Temper\0	a,none\0
4032	3	a,NPC Wield Temper\0	a,none\0
4032	4	a,NPC Wield Temper\0	a,none\0
4032	5	a,NPC Wield Temper\0	a,none\0
4032	6	a,NPC Wield Temper\0	a,none\0
4032	7	a,NPC Wield Temper\0	a,none\0
4033	1	a,NPC Burn\0	a,none\0
4033	2	a,NPC Burn\0	a,none\0
4033	3	a,NPC Burn\0	a,none\0
4033	4	a,NPC Burn\0	a,none\0
4033	5	a,NPC Burn\0	a,none\0
4033	6	a,NPC Burn\0	a,none\0
4033	7	a,NPC Burn\0	a,none\0
4034	1	a,Decrease Speed\0	a,Temporarily decreases Speed. Effect 2.\0
4034	2	a,Decrease Speed\0	a,Temporarily decreases Speed. Effect 2.\0
4034	3	a,Decrease Speed\0	a,Temporarily decreases Speed. Effect 2.\0
4034	4	a,Decrease Speed\0	a,Temporarily decreases Speed. Effect 2.\0
4034	5	a,Decrease Speed\0	a,Temporarily decreases Speed. Effect 2.\0
4034	6	a,Decrease Speed\0	a,Temporarily decreases Speed. Effect 2.\0
4034	7	a,Decrease Speed\0	a,Temporarily decreases Speed. Effect 2.\0
4035	1	a,Poison\0	a,Gradually reduces one's HP. Effect 2.\0
4035	2	a,Poison\0	a,Gradually reduces one's HP. Effect 3.\0
4035	3	a,Poison\0	a,Gradually reduces one's HP. Effect 4.\0
4035	4	a,Poison\0	a,Gradually reduces one's HP. Effect 5.\0
4035	5	a,Poison\0	a,Gradually reduces one's HP. Effect 6.\0
4035	6	a,Poison\0	a,Gradually reduces one's HP. Effect 7.\0
4035	7	a,Poison\0	a,Gradually reduces one's HP. Effect 8.\0
4036	1	a,Poison\0	a,Gradually reduces one's HP. Effect 2.\0
4036	2	a,Poison\0	a,Gradually reduces one's HP. Effect 3.\0
4036	3	a,Poison\0	a,Gradually reduces one's HP. Effect 4.\0
4036	4	a,Poison\0	a,Gradually reduces one's HP. Effect 5.\0
4036	5	a,Poison\0	a,Gradually reduces one's HP. Effect 6.\0
4036	6	a,Poison\0	a,Gradually reduces one's HP. Effect 7.\0
4036	7	a,Poison\0	a,Gradually reduces one's HP. Effect 8.\0
4037	1	a,Weaken P. Atk.\0	a,Temporarily weakens P. Atk. Effect 1.\0
4037	2	a,Weaken P. Atk.\0	a,Temporarily weakens P. Atk. Effect 2.\0
4038	1	a,Decrease Atk. Spd.\0	a,Temporarily decreases Atk. Spd. Effect 1.\0
4038	2	a,Decrease Atk. Spd.\0	a,Temporarily decreases Atk. Spd. Effect 2.\0
4038	3	a,Decrease Atk. Spd.\0	a,Temporarily decreases Atk. Spd. Effect 2.\0
4038	4	a,Decrease Atk. Spd.\0	a,Temporarily decreases Atk. Spd. Effect 3.\0
4038	5	a,Decrease Atk. Spd.\0	a,Temporarily decreases Atk. Spd. Effect 3.\0
4039	1	a,Absorb MP\0	a,none\0
4039	2	a,Absorb MP\0	a,none\0
4039	3	a,Absorb MP\0	a,none\0
4039	4	a,Absorb MP\0	a,none\0
4039	5	a,Absorb MP\0	a,none\0
4039	6	a,Absorb MP\0	a,none\0
4039	7	a,Absorb MP\0	a,none\0
4040	1	a,NPC Bow\0	a,none\0
4040	2	a,NPC Bow\0	a,none\0
4040	3	a,NPC Bow\0	a,none\0
4040	4	a,NPC Bow\0	a,none\0
4040	5	a,NPC Bow\0	a,none\0
4040	6	a,NPC Bow\0	a,none\0
4040	7	a,NPC Bow\0	a,none\0
4041	1	a,Cruma Blaze\0	a,none\0
4041	2	a,Cruma Blaze\0	a,none\0
4042	1	a,Nurka Blaze\0	a,none\0
4043	1	a,Partisan Flame\0	a,none\0
4044	1	a,Partisan Heal\0	a,none\0
4045	1	a,Various Magic Defenses Used By Boss\0	a,none\0
4046	1	a,Sleep\0	a,Take a nap.\0
4046	2	a,Sleep\0	a,Take a nap.\0
4046	3	a,Sleep\0	a,Take a nap.\0
4046	4	a,Sleep\0	a,Take a nap.\0
4046	5	a,Sleep\0	a,Take a nap.\0
4046	6	a,Sleep\0	a,Take a nap.\0
4046	7	a,Sleep\0	a,Take a nap.\0
4047	1	a,Hold\0	a,Total immobilization.\0
4047	2	a,Hold\0	a,Total immobilization.\0
4047	3	a,Hold\0	a,Total immobilization.\0
4047	4	a,Hold\0	a,Total immobilization.\0
4047	5	a,Hold\0	a,Total immobilization.\0
4047	6	a,Hold\0	a,Total immobilization.\0
4047	7	a,Hold\0	a,Total immobilization.\0
4048	1	a,NPC Dash\0	a,none\0
4048	2	a,NPC Dash\0	a,none\0
4048	3	a,NPC Dash\0	a,none\0
4049	1	a,Cubic Drain\0	a,none\0
4049	2	a,Cubic Drain\0	a,none\0
4049	3	a,Cubic Drain\0	a,none\0
4049	4	a,Cubic DD\0	a,none\0
4049	5	a,Cubic DD\0	a,none\0
4049	6	a,Cubic DD\0	a,none\0
4049	7	a,Cubic DD\0	a,none\0
4049	8	a,Cubic DD\0	a,none\0
4050	1	a,Cubic Drain\0	a,none\0
4050	2	a,Cubic Drain\0	a,none\0
4050	3	a,Cubic Drain\0	a,none\0
4050	4	a,Cubic Drain\0	a,none\0
4050	5	a,Cubic Drain\0	a,none\0
4050	6	a,Cubic Drain\0	a,none\0
4050	7	a,Cubic Drain\0	a,none\0
4051	1	a,Cubic Heal\0	a,none\0
4051	2	a,Cubic Heal\0	a,none\0
4051	3	a,Cubic Heal\0	a,none\0
4051	4	a,Cubic Heal\0	a,none\0
4051	5	a,Cubic Heal\0	a,none\0
4051	6	a,Cubic Heal\0	a,none\0
4051	7	a,Cubic Heal\0	a,none\0
4051	20	a,Cubic Heal\0	a,none\0
4052	1	a,Poison\0	a,Gradually reduces one's HP. Effect 5.\0
4052	2	a,Poison\0	a,Gradually reduces one's HP. Effect 6.\0
4052	3	a,Poison\0	a,Gradually reduces one's HP. Effect 7.\0
4052	4	a,Poison\0	a,Gradually reduces one's HP. Effect 7.\0
4052	5	a,Poison\0	a,Gradually reduces one's HP. Effect 7.\0
4052	6	a,Poison\0	a,Gradually reduces one's HP. Effect 8.\0
4053	1	a,Decrease P. Atk.\0	a,Temporarily reduces P. Atk. Effect 3.\0
4053	2	a,Decrease P. Atk.\0	a,Temporarily reduces P. Atk. Effect 3.\0
4053	3	a,Decrease P. Atk.\0	a,Temporarily reduces P. Atk. Effect 3.\0
4053	4	a,P. Atk. Drop\0	a,Temporarily reduces P. Atk. Effect 3.\0
4053	5	a,P. Atk. Drop\0	a,Temporarily reduces P. Atk. Effect 3.\0
4053	6	a,P. Atk. Drop\0	a,Temporarily reduces P. Atk. Effect 3.\0
4053	7	a,P. Atk. Drop\0	a,Temporarily reduces P. Atk. Effect 3.\0
4053	8	a,P. Atk. Drop\0	a,Temporarily reduces P. Atk. Effect 3.\0
4054	1	a,Decrease M. Def.\0	a,Temporarily reduces one's P. Def. Effect 3.\0
4054	2	a,M. Def. Drop\0	a,Temporarily reduces one's P. Def. Effect 3.\0
4054	3	a,M. Def. Drop\0	a,Temporarily reduces one's P. Def. Effect 3.\0
4054	4	a,Decrease M. Def.\0	a,Temporarily reduces one's P. Def. Effect 3.\0
4054	5	a,Decrease M. Def.\0	a,Temporarily reduces one's P. Def. Effect 3.\0
4054	6	a,Decrease M. Def.\0	a,Temporarily reduces one's P. Def. Effect 3.\0
4054	7	a,Decrease M. Def.\0	a,Temporarily reduces one's P. Def. Effect 3.\0
4054	8	a,Decrease M. Def.\0	a,Temporarily reduces one's P. Def. Effect 3.\0
4055	1	a,Decrease Atk. Spd.\0	a,Temporarily reduces Atk. Speed. Effect 3.\0
4055	2	a,Decrease Atk. Spd.\0	a,Temporarily reduces Atk. Speed. Effect 3.\0
4055	3	a,Decrease Atk. Spd.\0	a,Temporarily reduces Atk. Speed. Effect 3.\0
4055	4	a,Decrease Atk. Spd.\0	a,Temporarily reduces Atk. Speed. Effect 3.\0
4055	5	a,Decrease Atk. Spd.\0	a,Temporarily reduces Atk. Speed. Effect 3.\0
4055	6	a,Decrease Atk. Spd.\0	a,Temporarily reduces Atk. Speed. Effect 3.\0
4055	7	a,Decrease Atk. Spd.\0	a,Temporarily reduces Atk. Speed. Effect 3.\0
4055	8	a,Decrease Atk. Spd.\0	a,Temporarily reduces Atk. Speed. Effect 3.\0
4056	1	a,Immortal Attack\0	a,none\0
4057	1	a,Insect Weak Point\0	a,none\0
4058	1	a,Plant Weak Point\0	a,none\0
4059	1	a,Animal Weak Point\0	a,none\0
4060	1	a,Beast Weak Point\0	a,none\0
4061	1	a,Dragon Weak Point\0	a,none\0
4062	1	a,Orfen\0	a,Vulnerable to fire attack but possesses great resistance against archery attack.\0
4063	1	a,Paralysis\0	a,Total paralysis.\0
4064	1	a,Paralysis\0	a,Total paralysis.\0
4065	1	a,NPC Heal\0	a,none\0
4065	2	a,NPC Heal\0	a,none\0
4065	3	a,NPC Heal\0	a,none\0
4065	4	a,NPC Heal\0	a,none\0
4065	5	a,NPC Heal\0	a,none\0
4065	6	a,NPC Heal\0	a,none\0
4065	7	a,NPC Heal\0	a,none\0
4065	8	a,NPC Heal\0	a,none\0
4066	1	a,NPC Twister\0	a,none\0
4066	2	a,NPC Twister\0	a,none\0
4066	3	a,NPC Twister\0	a,none\0
4066	4	a,NPC Twister\0	a,none\0
4066	5	a,NPC Twister\0	a,none\0
4066	6	a,NPC Twister\0	a,none\0
4066	7	a,NPC Twister\0	a,none\0
4067	1	a,NPC Blow\0	a,none\0
4067	2	a,NPC Blow\0	a,none\0
4067	3	a,NPC Blow\0	a,none\0
4067	4	a,NPC Blow\0	a,none\0
4067	5	a,NPC Blow\0	a,none\0
4067	6	a,NPC Blow\0	a,none\0
4067	7	a,NPC Blow\0	a,none\0
4068	1	a,Mechanical Cannon\0	a,none\0
4068	2	a,Mechanical Cannon\0	a,none\0
